NewQuestDialog_begin	QuestId=10001	Text0=[]	Text1=[Ответственный за школу Седрика Великий Мастер Роен ждет Вас. Поговорите с ним, когда научитесь общаться.\#$help_index=1\#$Message0=Поговорите с Великим Мастером Роеном.]	Text2=[Если научились общаться, приходите ко мне.]	Text3=[Планируете стать учеником лорда Седрика? Ха-ха-ха. Достойное стремление. Хорошая позиция.]	Text4=[Поговорите с Великим Мастером Роеном.<br>Щелкните мышью по Великому Мастеру Роену.<br1>Когда курсор превратится в окно диалога, можно щелкнуть еще раз, чтобы начать разговор.]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10002	Text0=[Приходите ко мне, я научу Вас вести битву.]	Text1=[Я научу Вас вести бой. Щелкните по цели, с которой хотите сразиться. Когда курсор превратится в иконку-меч, нажмите левую кнопку мыши для атаки. А теперь атакуйте: нужно очистить окрестности от Гремлинов.\#$help_index=13\#$Message0=Чтобы атаковать Гремлина, нажмите левую кнопку мыши.]	Text2=[Вы прекрасно справились с уничтожением Гремлинов. Возвращайтесь ко мне.]	Text3=[Вы быстро учитесь. Отличный потенциал! У меня есть для Вас полезный подарок. Вот, возьмите.]	Text4=[Уничтожьте Гремлинов неподалеку от Великого Мастера Роена.<br>Монстры для охоты: Гремлины]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10003	Text0=[Приходите ко мне, я расскажу о Зарядах Души.]	Text1=[Заряды Души наполнены силой души, они позволяют проводить мощные атаки. Заряды Души активируются автоматически, когда Вы экипируете оружие. Отправляйтесь на новую охоту и проверьте эффект зарядов души на Гремлинах.\#$help_index=14\#$Message0=Заряды Души и Благословенные Заряды Духа активируются автоматически, когда оружие экипировано.]	Text2=[И снова успех. Возвращайтесь ко мне.]	Text3=[Приятно видеть, что Вы так быстро учитесь. Ваше мастерство растет, это не может не радовать. У меня для Вас есть еще немного Зарядов Души: вот, держите.]	Text4=[Экипируйте Заряды Души и уничтожьте Гремлинов поблизости от Великого Мастера Роена.<br>Цели охоты: Гремлины]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10004	Text0=[Пора Вам узнать про автоматическую охоту. Возвращайтесь ко мне.]	Text1=[Нынче основой боя является автоматическая охота. Поверьте, вам будет очень удобно, если хорошо ее настроить! Теперь приступим к полноценным тренировкам. Вам нужно уничтожить монстров на востоке Говорящего острова и собрать Коренья Трав.\#$help_index=3]	Text2=[]	Text3=[Вы уничтожили монстров на востоке Говорящего Острова и собрали Коренья Трав. Завершите задание и получите награду.]	Text4=[Уничтожьте монстров на востоке Говорящего Острова и соберите Коренья Трав.<br>Цели охоты: Шакалы, Матерые Шакалы, Волки, Матерые Волки]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10005	Text0=[]	Text1=[Чтобы избежать опасности в битве, нужно использовать соответствующие зелья. Настройте автоматическое использование зелий, чтобы быть в безопасности, уничтожая монстров на востоке Говорящего Острова.\#$help_index=4]	Text2=[]	Text3=[Вы разобрались с монстрами на востоке Говорящего Острова. Завершите задание и получите награду.]	Text4=[Научитесь настраивать автоматическое использование зелий, а затем уничтожьте монстров на востоке Говорящего Острова.<br>Цели охоты: Шакал, Матерый Шакал, Волк, Матерый Волк]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10006	Text0=[]	Text1=[В бою вам поможет использование различных припасов. Настройте Свиток Увеличения Опыта в инвентаре на автоматическое использование и уничтожьте монстров на востоке Говорящего Острова.\#$help_index=2]	Text2=[Я Торговец Доспехами Джексон. Прошу заглянуть ко мне: у меня есть для Вас подарок.]	Text3=[Как Вы быстро пришли! Подарок как раз прибыл. Роен подготовил для Вас аксессуары: ожерелье, кольцо, серьги и прочее подобное]	Text4=[Научитесь настраивать автоматическое использование припасов, а затем уничтожьте монстров на востоке Говорящего Острова.<br>Цели охоты: Шакал, Матерый Шакал, Волк, Матерый Волк]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10007	Text0=[Вы уже экипировали снаряжение? Приходите ко мне: я расскажу Вам, как это делать и как менять комплекты снаряжения.]	Text1=[Проверяли инвентарь, нажав TAB? Если дважды щелкнуть по снаряжению в инвентаре, оно будет экипировано. Если Вы уже экипировали снаряжение, отправляйтесь на запад Говорящего Острова и уничтожьте обитающих там монстров.\#$help_index=73\#$Message0=Нажмите TAB, чтобы экипировать снаряжение.]	Text2=[]	Text3=[Вы разобрались с монстрами на западе Говорящего Острова. Завершите задание и получите награду.]	Text4=[Откройте инвентарь и экипируйте аксессуар, а затем уничтожьте монстров на западе Говорящего Острова.<br>Цели охоты: Гигантский Паук, Когтистый Паук, Опасный Паук]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10008	Text0=[]	Text1=[Если погибнуть в бою, можно заработать штраф, например, уменьшение получаемого опыта. Соблюдайте осторожность! Уничтожайте монстров на западе Говорящего Острова - и не забывайте постоянно проверять HP.]	Text2=[]	Text3=[Вы разобрались с монстрами на западе Говорящего Острова. Завершите задание и получите награду.]	Text4=[Уничтожьте монстров на западе Говорящего Острова.<br>Цели охоты: Гигантский Паук, Когтистый Паук, Опасный Паук]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10009	Text0=[]	Text1=[Нажмите Alt+K и проверьте умения в открывшемся окне. Изученные умения можно использовать, добавив на панель быстрого доступа. После проверки умений уничтожьте монстров на западе Говорящего Острова.\#$help_index=15\#$Message0=Откройте окно умений с помощью Alt+K, изучите умение, а затем добавьте его на панель быстрого доступа.]	Text2=[Ваше мастерство растет с поразительной скоростью. И все же мне еще есть что рассказать Вам, так что приходите ко мне.]	Text3=[Вижу, Вы научились использовать умения. Если хотите изучать их, Вам понадобятся очки умений. Не забывайте, что для изучения особых умений порой нужны дополнительные материалы.]	Text4=[Откройте окно умений и проверьте умения, затем уничтожьте монстров на западе Говорящего Острова.<br>Цели охоты: Гигантский Паук, Когтистый Паук, Опасный Паук]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10010	Text0=[Настало время сменить профессию. Зайдите ко мне.]	Text1=[Пришло время 1-й смены профессии. Если Вы еще этого не делали, нажмите на иконку смены профессии в форме медали: она находится в правом нижнем углу экрана. Откройте окно смены профессии, смените профессию, а потом сообщите об этом мне.\#$help_index=102\#$Message0=Сменить профессию можно, нажав на иконку смены профессии в правом нижнем углу экрана.]	Text2=[Сменили профессию? Тогда зайдите ко мне, поговорим.]	Text3=[Вы успешно сменили профессию. Думаю, вам удастся пойти в ученики к лорду Седрику. Ха-ха-ха.]	Text4=[Откройте окно смены профессии с помощью иконки в форме медали: она находится в правом нижнем углу экрана. Проведите 1-ю смену профессии, а затем поговорите с Великим Мастером Роеном.]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10011	Text0=[Самое время выйти в мир. Я расскажу Вам, куда отправляться, так что зайдите ко мне.]	Text1=[Теперь здесь для вас нет достойных противников. Переместитесь в Руины Страданий и уничтожьте обитающих там монстров. Я буду ждать дня, когда Вы покроете свое имя славой и прославите своего наставника Седрика.\#$help_index=152]	Text2=[Роен передал мне новости об ученике лорда Седрика. Я нахожусь в городе Глудио, зайдите ко мне.]	Text3=[Роен рассказал мне о Вас. Вы с легкостью справились с уничтожением монстров в Руинах Страданий. Я приготовил для Вас Набор Модификации для Талисманов и Браслетов Путешественника.]	Text4=[Переместитесь в Руины Страданий и уничтожьте монстров.<br>Цели охоты: Ядовитый Шипоног, Скелет Стрелец, Скелет Руин, Монстроглаз Смотритель, Монстроглаз Дозорный, Скелет Берсерк, Людоед Тумран, Воин Людоедов Тумран]	NewQuestDialog_end
