setitem_group_begin	num=0	essential_setitem_id={{23;29358;70096};{2386;29364;70097};{43;29446;70095}}	essential_setitem_desc={[No set effect];[P. Def. +2, Max HP +41]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=1	essential_setitem_id={{1146};{1147}}	essential_setitem_desc={[P. Def. +3%, Max HP +41]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={}	setitem_group_end
setitem_group_begin	num=2	essential_setitem_id={{58;94902;29344};{59;94903;29352};{47;94901;29450}}	essential_setitem_desc={[Max HP +126];[Infection Resistance +20%]}	additional_setitem_id={{628;95126}}	additional_setitem_desc={[Shield Defense Rate +2.63%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +360, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Vampiric Rage effect +2%, P. Skill Cooldown -4%]};{9;[+9 set effect: Shock Resistance +10%]};{10;[+10 set effect: Bow Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=3	essential_setitem_id={{60;94904};{517;95115}}	essential_setitem_desc={[Weight limit +5795, M. Def. +5%, Paralysis Resistance +10%]}	additional_setitem_id={{107;94933}}	additional_setitem_desc={[M. Damage Resistance +3%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +360, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Vampiric Rage effect +2%, P. Skill Cooldown -4%]};{9;[+9 set effect: Shock Resistance +10%]};{10;[+10 set effect: Bow Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=4	essential_setitem_id={{352;95064;29342};{2378;95143;29348};{2411;95147;29449}}	essential_setitem_desc={[Max HP +153];[P. Def. +5%]}	additional_setitem_id={{2493;95180}}	additional_setitem_desc={[Max HP +20]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +360, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Vampiric Rage effect +2%, P. Skill Cooldown -4%]};{9;[+9 set effect: Shock Resistance +10%]};{10;[+10 set effect: Bow Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=5	essential_setitem_id={{354;95066};{381;95073};{2413;95149}}	essential_setitem_desc={[Max HP +198, Sleep Resistance +20%, Hold Resistance +20%];[P. Def. +5%]}	additional_setitem_id={{2495;95182}}	additional_setitem_desc={[Shield Defense Rate +5.26%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +360, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Vampiric Rage effect +2%, P. Skill Cooldown -4%]};{9;[+9 set effect: Shock Resistance +10%]};{10;[+10 set effect: Bow Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=6	essential_setitem_id={{358;92367;93502};{2380;92368;93506};{90461;92369;93550};{5718;92370;93526};{5734;92371;93538}}	essential_setitem_desc={[STR +3, CON -1, DEX -2, HP Recovery Rate +5.24%];[DEX +1, Speed +7];[CON +1, Shock Resistance +30%];[DEX +1, M. Def. +44]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +360, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Vampiric Rage effect +2%, P. Skill Cooldown -4%]};{9;[+9 set effect: Shock Resistance +10%]};{10;[+10 set effect: Bow Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=7	essential_setitem_id={{356;93642};{2414;93639}}	essential_setitem_desc={[Max HP +270, P. Def. +5%, Shock Resistance +10%]}	additional_setitem_id={{2497;95184}}	additional_setitem_desc={[Shield Defense Rate +5.26%]}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +360, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Vampiric Rage effect +2%, P. Skill Cooldown -4%]};{9;[+9 set effect: Shock Resistance +10%]};{10;[+10 set effect: Bow Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=8	essential_setitem_id={{357;93501};{383;93503};{90458;93547};{5710;93520};{5726;93532}}	essential_setitem_desc={[HP Recovery Rate +5.24%];[Max HP +294, Paralysis Resistance +30%];[P. Def. +5.26%];[M. Def. +44]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +360, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Vampiric Rage effect +2%, P. Skill Cooldown -4%]};{9;[+9 set effect: Shock Resistance +10%]};{10;[+10 set effect: Bow Resistance +10%, P. Def. +6%]}}	setitem_group_end
setitem_group_begin	num=9	essential_setitem_id={{394;95078;29371};{416;95088;29376};{2422;95150;29439}}	essential_setitem_desc={[Max MP +80];[P. Critical Damage +10]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +20, Max MP +80, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Speed +4, P./ M. Skill Power +7%]};{9;[+9 set effect: Silence/ Fear/ Paralysis/ Shock Resistance +5%]};{10;[+10 set effect: M. Damage Resistance +15%, M. Def. +7%]}}	setitem_group_end
setitem_group_begin	num=10	essential_setitem_id={{395;95079;29372};{417;95089;29377};{2424;95152;29434}}	essential_setitem_desc={[Max MP +92];[P. Critical Damage +15]}	additional_setitem_id={}	additional_setitem_desc={}	unk1=0	unk2=0	enchant_setitem_condition={{6;[+6 set effect: Max HP +20, Max MP +80, HP Recovery Rate (standing/ sitting) +10, MP Recovery Rate (standing/ sitting) +4, M. Def. +30]};{7;[+7 set effect: P. Def. +47, M. Def. +28]};{8;[+8 set effect: Speed +4, P./ M. Skill Power +7%]};{9;[+9 set effect: Silence/ Fear/ Paralysis/ Shock Resistance +5%]};{10;[+10 set effect: M. Damage Resistance +15%, M. Def. +7%]}}	setitem_group_end
