NewQuestDialog_begin	QuestId=10001	Text0=[]	Text1=[Grand Master Roien from Sedrick's Training Hall is waiting for you. Talk to him after learning to interact.\#$help_index=1\#$Message0=Talk to Grand Master Roien.]	Text2=[Come to me after you learn to interact.]	Text3=[Willing to become Lord Sedrick's pupil? Huh, a worthy goal indeed! I like it.]	Text4=[Talk to Grand Master Roien.<br>Click on Grand Master Roien.<br1>When your cursor turns into the dialog icon, click again to start a conversation.]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10002	Text0=[Come to me, and I will teach you to fight.]	Text1=[I will teach you to fight. Click on the target you want to engage in battle. When your cursor turns into the sword icon, click the left mouse button to attack. Try it now, we have to get rid of those Gremlins.\#$help_index=13\#$Message0=Click the left mouse button to attack a Gremlin.]	Text2=[You've done well with those Gremlins. Come back to me.]	Text3=[You're a quick learner. You show promise. I have a useful gift for you. Here, take it.]	Text4=[Kill Gremlins beside Grand Master Roien.<br>Monster to hunt: Gremlin]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10003	Text0=[Come to me, and I will tell you about Soulshots.]	Text1=[Soulshots are imbued with soul power; if you have some equipped, your attacks will become much stronger. Soulshots are activated automatically when you have a weapon equipped. Why don't you try using them on Gremlins?\#$help_index=14\#$Message0=Soulshots and Blessed Spiritshots are activated automatically when you have a weapon equipped.]	Text2=[Great! Come back to me.]	Text3=[I'm really pleased with your success. You are learning fast, and that's wonderful. I have some Soulshots for you, please take them.]	Text4=[Equip Soulshots and kill Gremlins beside Grand Master Roien.<br>Monster to hunt: Gremlin]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10004	Text0=[It's time you learn about automatic hunting mode. Come back to me.]	Text1=[Nowadays the automatic hunting mode is in the base of any fight. Trust me, you will benefit a lot if you just set it right! Let's get to practice. You'll have to kill monsters in the east of the Talking Island and gather Herb Roots.\#$help_index=3]	Text2=[]	Text3=[You've killed monsters in the east of the Talking Island and gathered Herb Roots. Complete the quest and collect your reward.]	Text4=[Kill monsters in the east of the Talking Island and gather Herb Roots.<br>Monsters to hunt: Keltir, Elder Keltir, Wolf, Elder Wolf]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10005	Text0=[]	Text1=[To survive in battle, you have to use various potions. Set up their automatic usage and kill monsters in the east of the Talking Island.\#$help_index=4]	Text2=[]	Text3=[You've killed monsters in the east of the Talking Island. Complete the quest and collect your reward.]	Text4=[Set up the potion auto-use mode and kill monsters in the east of the Talking Island.<br>Monsters to hunt: Keltir, Elder Keltir, Wolf, Elder Wolf]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10006	Text0=[]	Text1=[Also, you can use various supplies while in combat. Set up the auto-use of XP Growth Scrolls and kill monsters in the east of the Talking Island.\#$help_index=2]	Text2=[My name is Jackson, I'm an armor merchant. Please come to me, I have a gift for you.]	Text3=[You've come earlier than I expected! Your gift has just arrived. Roien has prepared some accessories for you: necklace, ring, earrings, and such.]	Text4=[Set up the supply auto-use mode and kill monsters in the east of the Talking Island.<br>Monsters to hunt: Keltir, Elder Keltir, Wolf, Elder Wolf]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10007	Text0=[Do you know how to equip things? Come to me, I'll teach you how to do it and how to change equipment sets.]	Text1=[Have you tried pressing TAB to open your inventory? If you double-click on an equipment piece there, it will become equipped. Do it now and go to the west of the Talking Island to kill some monsters.\#$help_index=73\#$Message0=Press TAB to equip something.]	Text2=[]	Text3=[You've killed monsters in the west of the Talking Island. Complete the quest and collect your reward.]	Text4=[Open your inventory, equip an accessory and go hunting monsters in the west of the Talking Island.<br>Monsters to hunt: Giant Spider, Clawed Spider, Dangerous Spider]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10008	Text0=[]	Text1=[If you die in battle, you'll get a penalty, for example, you will get less XP for killing monsters. So be careful out there! Kill monsters in the west of the Talking Island, and keep an eye on your HP!]	Text2=[]	Text3=[You've killed monsters in the west of the Talking Island. Complete the quest and collect your reward.]	Text4=[Kill monsters in the west of the Talking Island.<br>Monsters to hunt: Giant Spider, Clawed Spider, Dangerous Spider]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10009	Text0=[]	Text1=[Press Alt+K to open your skill window. You can use skills you've already learned by dragging them to the shortcut panel. Do it now and go hunting monsters in the west of the Talking Island.\#$help_index=15\#$Message0=Press Alt+K to open your skill window, learn a skill and add it to the shortcut panel.]	Text2=[Your strength grows with astonishing speed. But I can still teach you a couple of things, so come back to me.]	Text3=[I see that you've already learned to use skills. To learn more of them, you will need skill points. Also, some special skills require additional materials.]	Text4=[Open your skill window, check your skills and go hunting monsters in the west of the Talking Island.<br>Monsters to hunt: Giant Spider, Clawed Spider, Dangerous Spider]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10010	Text0=[It's time for you to change class. Come to me.]	Text1=[It's time for your 1st class change. If you haven't done it already, press the medal icon in the right bottom corner of your screen. It will open your class change window. Change your class and report to me.\#$help_index=102\#$Message0=To change class, click on the corresponding icon in the right bottom corner of your screen.]	Text2=[Have you changed your class? Then come to me, we'll need to talk.]	Text3=[I see that you've changed your class. Maybe now you'll have a chance to become Lord Sedrick's pupil.]	Text4=[Click the medal icon in the right bottom corner of your screen to open the class change window. Make the 1st class change and talk to Grand Master Roien.]	NewQuestDialog_end
NewQuestDialog_begin	QuestId=10011	Text0=[It's time for you to start traveling. Come to me, and I will tell you where you can go.]	Text1=[You won't find any more worthy opponents here. Go to the Ruins of Agony and kill monsters there. I will be waiting for the day when you rise to glory and bring fame to your mentor, Lord Sedrick.\#$help_index=152]	Text2=[Roien has told me about Lord Sedrick's most promising pupil. Why don't you travel to Gludio and visit me?]	Text3=[Roien has told me all about you. Also, I see that you haven't had any trouble with monsters in the Ruins of Agony. So let me give you this Enchant Kit for Adventurer's Talismans and Bracelets.]	Text4=[Kill monsters in the Ruins of Agony.<br>Monsters to hunt: Poisonous Thornleg, Skeleton Bowman, Ruin Spartoi, Monster Eye Watchman, Monster Eye Patrol, Skeleton Berserker, Tumran Bugbear, Tumran Bugbear Warrior]	NewQuestDialog_end
